tract_geoid,tract_name,county_geoid,county_name,county_full_name,acs_unemp_total,acs_pov_total,school_total,broadband_total,health_ins_total,white_alone_total,acs_unemp_rate,acs_pov_rate,broadband_rate,health_ins_pct,white_alone_pct,school_age,depend_ratio,acs_unemp_score,acs_pov_score,acs_school_score,acs_broadband_score,acs_health_score,depend_score,white_alone_score
37025040702,"Census Tract 407.02, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,323,1115,1712,2062,791,4057,0.06,0.15,0.79,0.11,0.55,0.24,0.55,0.8690393041174824,-0.10825624235754192,1.0843879504027958,-0.8465400042727084,-0.03075000827089525,1.2783315367308177,0.5430457058130542
37025040800,"Census Tract 408, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,204,523,760,896,502,2349,0.07,0.14,0.57,0.13,0.61,0.21,0.44,1.2790868691514197,-0.1987446094461954,0.5511023153466037,0.3956556506037414,0.29930509272966827,0.34347222747574147,0.297486497381881
37025041901,"Census Tract 419.01, Cabarrus County, North Carolina",37025,Cabarrus,Cabarrus County,58,681,616,381,567,1083,0.04,0.29,0.59,0.24,0.46,0.27,0.58,0.048944174049608914,1.158580896883609,1.6176735854589883,0.2827287728877005,2.114608148232767,1.533293166527656,0.9113845184598145
37089931200,"Census Tract 9312, Henderson County, North Carolina",37089,Henderson,Henderson County,15,539,333,717,389,2029,0.01,0.24,0.6,0.18,0.86,0.15,0.32,-1.1811985210522016,0.706139061440341,-0.5154689547657806,0.22626533402968002,1.1244428452310766,-0.676374291711614,-0.7256768710813417
37097060601,"Census Tract 606.01, Iredell County, North Carolina",37097,Iredell,Iredell County,118,817,975,1106,315,3028,0.03,0.16,0.52,0.06,0.56,0.18,0.42,-0.36110339098432803,-0.017767875268888178,0.017816680290411512,0.6779728448938431,-0.8558877607723039,0.17349780761118205,0.5021191710745253
37097061204,"Census Tract 612.04, Iredell County, North Carolina",37097,Iredell,Iredell County,69,108,684,1195,165,3489,0.02,0.03,0.93,0.05,0.96,0.19,0.33,-0.7711509560182648,-1.1941166474213858,0.19557855864247572,-1.6370281482849942,-1.0209153112725855,-0.5913870817793343,-1.1349422184666307
37081015703,"Census Tract 157.03, Guilford County, North Carolina",37081,Guilford,Guilford County,193,503,609,2045,342,3850,0.04,0.09,0.79,0.06,0.68,0.11,0.3,0.048944174049608914,-0.6511864448894639,-1.2265164681740368,-0.8465400042727084,-0.8558877607723039,-0.8463487115761734,0.011000754212178393
37081016305,"Census Tract 163.05, Guilford County, North Carolina",37081,Guilford,Guilford County,21,64,605,1124,46,2221,0.01,0.02,0.87,0.01,0.66,0.18,0.4,-1.1811985210522016,-1.2846050145100396,0.017816680290411512,-1.2982475151368715,-1.6810255132737124,0.0035233877466231164,0.09285382368923628
37083930200,"Census Tract 9302, Halifax County, North Carolina",37083,Halifax,Halifax County,77,333,1265,1367,281,3682,0.02,0.07,0.62,0.06,0.73,0.25,0.63,-0.7711509560182648,-0.8321631790667711,1.26214982875486,0.11333845631363908,-0.8558877607723039,1.9582292161890542,-0.19363191948046587
37119001505,"Census Tract 15.05, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,84,729,915,696,824,1339,0.03,0.21,0.56,0.24,0.39,0.28,0.51,-0.36110339098432803,0.43467396017438004,1.7954354638110526,0.45211908946176127,2.114608148232767,0.9383826970016989,1.197870261629517
37119001702,"Census Tract 17.02, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,259,2207,1138,1154,1777,2750,0.06,0.37,0.54,0.3,0.46,0.2,0.4,0.8690393041174824,1.8824878335928386,0.37334043699453995,0.5650459671778022,3.104773451234457,0.0035233877466231164,0.9113845184598145
37119980300,"Census Tract 9803, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,0,0,0,13,0,26,0,0,1,0,1,0,1,-1.5912460860861384,-1.4655817486873468,-3.181897130046741,-2.032272220291137,-1.846053063773994,5.102755983683401,-1.2986483574207466
37125950900,"Census Tract 9509, Moore County, North Carolina",37125,Moore,Moore County,100,235,156,860,492,2121,0.04,0.09,0.63,0.2,0.85,0.07,0.22,0.048944174049608914,-0.6511864448894639,-1.9375639815822927,0.056875017455618605,1.4544979462316403,-1.5262463910344102,-0.6847503363428128
37119001923,"Census Tract 19.23, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,120,875,716,1049,958,895,0.03,0.19,0.74,0.21,0.2,0.17,0.39,-0.36110339098432803,0.2536972259970728,-0.1599451980616522,-0.564222809982606,1.6195254967319217,-0.08146382218565658,1.9754744216615663
37119003017,"Census Tract 30.17, Mecklenburg County, North Carolina",37119,Mecklenburg,Mecklenburg County,135,237,745,1229,112,3311,0.05,0.06,0.86,0.03,0.88,0.2,0.49,0.45899173908354585,-0.9226515461554248,0.37334043699453995,-1.241784076278851,-1.350970412273149,0.7684082771371394,-0.8075299405583997
